Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	36	2011	2026-01-26	43395	ｿﾌﾄﾊﾞﾝｸ㈱ 12月分 ｿﾌﾄﾊﾞﾝｸ㈱ 12月分	広島銀行② 本社 仕共内10	通信費	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2183	2026-02-09	550	中銀より広銀本社へ資金移動 手数料 中銀より広銀本社へ資金移動 手数料	中国銀行 課税31 本社 仕共内10	支払手数料	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2190	2026-02-09	500000	中銀より広銀本社へ資金移動 中銀より広銀本社へ資金移動	広島銀行② 中国銀行	普通預金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2191	2026-02-10	1650	B-WEB基本手数料 B-WEB基本手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2192	2026-02-10	2530	B-WEB伝送基本手数料 B-WEB伝送基本手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2193	2026-02-10	13145	B-WEB振込手数料 B-WEB振込手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2200	2026-02-10	5252398	31,272,143 251	広島銀行② 車両	平田啓郎様 ｱｳﾃﾞｨRS5ｽﾎﾟｰﾂﾊﾞｯｸ RA901 平田啓郎様 ｱｳﾃﾞｨRS5ｽﾎﾟｰﾂﾊﾞｯｸ RA901 買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2205	2026-02-10	3850	FBｻｰﾋﾞｽ手数料 FBｻｰﾋﾞｽ手数料	中国銀行 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2206	2026-02-10	1980	振込手数料 振込手数料	もみじ福山支店 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2207	2026-02-10	3630	IB手数料 IB手数料	もみじ福山支店 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2210	2026-02-10	103160	給与 木本理恵子 1月分 給与 木本理恵子 1月分	もみじ福山支店 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2211	2026-02-10	14600	田中賢治様 ﾘｰｽ料 田中賢治様 ﾘｰｽ料	広島銀行② 田中賢治シェア31 CB 免80仕課内10	リース料（販）	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2212	2026-02-10	100000	銚子部長 銚子部長	広島銀行② NPO法人	仮払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2213	2026-02-10	421381	髙田自動車 1月分 髙田自動車 1月分	広島銀行② 高田	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2214	2026-02-10	130000	給与 桒原裕樹 1月分 給与 桒原裕樹 1月分	広島銀行② 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2215	2026-02-10	476183	給与 桒原裕樹 1月分 給与 桒原裕樹 1月分	広島銀行② 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2216	2026-02-10	700000	橋本祥子取締役 仮受金 橋本祥子取締役 仮受金	笠岡信用組合	仮受金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2217	2026-02-10	119282	給与 但井智哉 1月分 給与 但井智哉 1月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2218	2026-02-10	136152	給与 藤本吉則 1月分 給与 藤本吉則 1月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2219	2026-02-10	175199	給与 宮崎亜希子 1月分 給与 宮崎亜希子 1月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	39	2220	2026-02-10	359030	給与 橋本慎吾社長 1月分 給与 橋本慎吾社長 1月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2221	2026-02-10	3018	ｱｽｸﾙ 1月 ｺﾞﾐ袋乳白半透明、水、他 CB 事務所維持費 その他	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2475	2026-02-10	688827	本社 交際費 その他	会議室利用お礼手土産代､他 広島銀行②	ﾀﾞｲﾅｰｽﾞ 12/17 勉強堂南蔵王店 笠信 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2476	2026-02-10	392142	本社 燃料費 カ゛ ソリン代31	ｿﾘﾝ､他 笠岡信用組合	ﾀﾞｲﾅｰｽ 12/16 ENEOSｰSS ﾎﾟﾛ ﾊｲｵｸｶﾞ 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2480	2026-02-10	210542	CB-整備 消耗品費 その他	B24364､他 もみじ福山支店	ﾀﾞｲﾅｰｽﾞ 12/15 ﾊﾟｰﾂ販売ﾅﾝﾊﾞｰﾜﾝ ①S 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2201	2026-02-12	266516	プレミア㈱ 難波未来 CH3822	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2202	2026-02-12	2085875		上裕二様 上裕二様 広島銀行② 整備	三井住友海上火災保険㈱ SB24019 村 三井住友海上火災保険㈱ SB24019 村 売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2224	2026-02-12	4781386	㈱ﾒﾃﾞｨｱﾃｯｸ一心様 ﾍﾞﾝﾂS500 ㈱ﾒﾃﾞｨｱﾃｯｸ一心様 ﾍﾞﾝﾂS500	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2225	2026-02-12	1518614	㈱ﾌﾟﾚﾐｱ ﾒﾃﾞｨｱﾃｯｸ一心買取残債 ㈱ﾌﾟﾚﾐｱ ﾒﾃﾞｨｱﾃｯｸ一心買取残債	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2227	2026-02-12	8900000		RA901251 RA901251 広島銀行② 車両	㈱ｶｰｽﾞﾄﾞﾛｯﾌﾟｲﾝ CH3832 ｱｳﾃﾞｨRS5SB ㈱ｶｰｽﾞﾄﾞﾛｯﾌﾟｲﾝ CH3832 ｱｳﾃﾞｨRS5SB 売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2228	2026-02-12	47745		ｽｼｽﾃﾑｽﾞ 高橋英章 勝栄建工 中国銀行	三井住友海上火災保険㈱ 自賠責 ㈱ｴｰ 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2235	2026-02-13	170330	富士生命 （2025/12/29返却分） 富士生命 （2025/12/29返却分）	笠岡信用組合 ＦＷＤ富士生命 本社	支払保険料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2236	2026-02-13	114837	経費 橋本商事 （2/1～2/5出張費） 買掛金 橋本商事	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2266	2026-02-16	900	受取利息 受取利息	中国銀行 預金利息12 本社 売非課税	受取利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2267	2026-02-16	623025	中銀ｶｰﾄﾞ VISA 岡森信介様 SB24405 中銀ｶｰﾄﾞ VISA 岡森信介様 SB24405	中国銀行 整備	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2268	2026-02-16	273541		野沢健 中国銀行	中銀ｶｰﾄﾞ JCB 金尾恵太 北村英俊 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2269	2026-02-16	2551	受取利息 受取利息	もみじ福山支店 預金利息12 本社 売非課税	受取利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2270	2026-02-16	2200	ｷﾑﾗﾕﾆﾃｨ㈱様 SB24401 ｷﾑﾗﾕﾆﾃｨ㈱様 SB24401	もみじ福山支店 整備	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2272	2026-02-16	16006575	短期借入金 笠岡信用組合	21-R8/2/10 笠岡信用組合	手形貸付 短期借入 1,600万円 R8/1/ 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2273	2026-02-16	406000	前払費用 その他	よる台帳自動化 ｼｽﾃﾑ開発費（着手金) 広島銀行②	㈱ｴｷｾﾝﾄﾘｯｸ様 Slack×Google 連携に 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2274	2026-02-16	566073	映ｸﾗ㈱ ﾚｸｻｽ/RX.0005884 映ｸﾗ㈱ ﾚｸｻｽ/RX.0005884	広島銀行②	残債引受金	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2275	2026-02-16	1200000	広銀蔵王より資金移動 広銀本社へ資金移動	広島銀行② 広島(蔵王) 本社	普通預金(入金)	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2279	2026-02-16	5000000	笠信より広銀本社へ資金移動 笠信より広銀本社へ資金移動	広島銀行② 笠岡信用組合	普通預金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2280	2026-02-16	330	手数料 手数料	笠岡信用組合 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2282	2026-02-16	14052398		ｶｰｽﾞﾄﾞﾛｯﾌﾟｲﾝ様売約車両 ｶｰｽﾞﾄﾞﾛｯﾌﾟｲﾝ様売約車両 広島銀行② 車両	ｵﾘｺ ｱｳﾃﾞｨ RS5SB 平田啓郎様買取残債 ｵﾘｺ ｱｳﾃﾞｨ RS5SB 平田啓郎様買取残債 買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	40	2286	2026-02-16	155404		数料 数料 笠岡信用組合 CB 売内10	三井住友海上火災保険㈱ 代理店保険手 三井住友海上火災保険㈱ 代理店保険手 02/17 保険手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2284	2026-02-18	1100	手数料 手数料	笠岡信用組合 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2303	2026-02-20	3718	水道代 CB J＆LR （広銀引落） 水道代 CB J＆LR （広銀引落）	広島銀行② 水道料金31 CB 仕課内10	水道光熱費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2304	2026-02-20	11862	水道代 本社ﾋﾞﾙ 水道代 本社ﾋﾞﾙ	もみじ福山支店 水道料金31 本社 仕共内10	水道光熱費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2305	2026-02-20	4521	水道代 ﾏｾﾗﾃｨ 水道代 ﾏｾﾗﾃｨ	もみじ福山支店 水道料金31 ﾏｾﾗﾃｨ福山-車両仕課内10	水道光熱費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2308	2026-02-20	58518	本社 支払保険料 三井住友海上34	対物保険料 中国銀行	三井住友海上火災保険㈱ 販売車 対人 諸口	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2309	2026-02-20	10000000	笠信固定より広銀本社へ資金移動 笠信固定より広銀本社へ資金移動	広島銀行② 笠岡信用	普通預金（固定性	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2310	2026-02-20	10030658	㈱ｱﾌﾟﾗｽ LR/RR.SALGA2AK8NA466843 ㈱ｱﾌﾟﾗｽ LR/RR.SALGA2AK8NA466843	広島銀行② 橋本商事	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2463	2026-02-20	254857	ｵﾘｺ ｷｯｸﾊﾞｯｸ ｵﾘｺ ｷｯｸﾊﾞｯｸ	もみじ福山支店 キックハ゛ ック1 CB 売内10	受取手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2470	2026-02-20	55330	CB リース料（販） その他	ﾓ 中国銀行	ﾘｰｽ ㈱ﾌﾚｯﾁｪﾎﾞｽｺ様 ﾏｾﾗﾃｨ ｸﾞﾗﾝﾄｩﾘｽﾞ 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2321	2026-02-22	9765		社用車ｸﾗｳﾝ(R8/3/15～R9/3/15） 社用車ｸﾗｳﾝ(R8/3/15～R9/3/15） 広島銀行② その他	三井住友海上日動火災保険㈱ 自賠責 三井住友海上日動火災保険㈱ 自賠責 02/24 立替金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2327	2026-02-22	61	決算利息 決算利息	広島信用金庫 預金利息12 本社 売非課税	受取利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2328	2026-02-22	11458	ｷｬﾉﾝ ﾏｾﾗﾃｨ ｺﾋﾟｰ使用料 ｷｬﾉﾝ ﾏｾﾗﾃｨ ｺﾋﾟｰ使用料	もみじ福山支店 SMBCキャノン31 ﾏｾﾗﾃｨ福山-車両仕課内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2333	2026-02-22	33000	SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）1月分 SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）1月分	笠岡信用組合 フ゜ ロトコーホ CB 仕課内10	販売促進費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2432	2026-02-25	220000	ﾘｰｽ ｿﾚｲﾕ Soleil（松尾様）MC20 ﾘｰｽ ｿﾚｲﾕ Soleil（松尾様）MC20	笠岡信用組合 合同会社 Soleil CB 仕課内10	リース料（販）	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2329	2026-02-26	2761	まるとく 本社ｺﾋﾟｰ機 まるとく 本社ｺﾋﾟｰ機	もみじ福山支店 その他31 本社 仕共内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2330	2026-02-26	3900	中国新聞 中国新聞	もみじ福山支店 本社 軽仕共内8	新聞図書費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2334	2026-02-26	4400	㈱ﾕﾆﾏｯﾄﾗｲﾌ ﾏｯﾄ代 ㈱ﾕﾆﾏｯﾄﾗｲﾌ ﾏｯﾄ代	もみじ福山支店 来客時経費31 ﾏｾﾗﾃｨ福山-車両仕課内10	販売促進費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2335	2026-02-26	51465	ｿﾌﾄﾊﾞﾝｸ㈱ 1月分 ｿﾌﾄﾊﾞﾝｸ㈱ 1月分	広島銀行② 本社 仕共内10	通信費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2336	2026-02-26	124750	三井住友海上火災保険㈱ 損害保険 三井住友海上火災保険㈱ 損害保険	笠岡信用組合 三井住友海上34 本社	支払保険料	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2337	2026-02-26	900000	広銀蔵王より資金移動 広銀本社へ資金移動	広島銀行② 広島(蔵王) 本社	普通預金(入金)	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2338	2026-02-26	1546000	橋本商事 橋本商事	広島銀行② 橋本商事	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2340	2026-02-26	25680		ｼﾞ ㈱ｱｸｾ 中国銀行	三井住友海上火災保険㈱ 自賠責 ﾌﾞﾘｯ 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2342	2026-02-27	10621880	㈱ｺﾝｸｴｽﾄ LR/RR.SALGA2AK8NA466843 ㈱ｺﾝｸｴｽﾄ LR/RR.SALGA2AK8NA466843	広島銀行② コンクエストJ&R	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2346	2026-02-27	768002	中銀ｶｰﾄﾞ VISA	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2347	2026-02-27	184049	中銀ｶｰﾄﾞ JCB	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	41	2348	2026-02-27	12980	USS支払手数料 USS支払手数料	中国銀行 CB 仕課内10	オークション手数	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	42	2349	2026-02-27	66660	㈲ﾕﾅｲﾃｯﾄﾞｸﾛｰﾊﾞｰｽ様 SB24441 ㈲ﾕﾅｲﾃｯﾄﾞｸﾛｰﾊﾞｰｽ様 SB24441	中国銀行 整備	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	42	2350	2026-02-27	4620	ｶｰｾﾌﾞﾝﾃﾞｼﾞﾌｨｰﾙﾄﾞ ｲﾝｽﾏｰﾄｼｽﾃﾑ ｶｰｾﾌﾞﾝﾃﾞｼﾞﾌｨｰﾙﾄﾞ ｲﾝｽﾏｰﾄｼｽﾃﾑ	もみじ福山支店 CB 仕課内10	業務委託費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	42	2351	2026-02-27	6015	ﾁｭｰﾘｯﾋ生命様 ﾁｭｰﾘｯﾋ生命様	もみじ福山支店 その他34 本社	支払保険料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	42	2352	2026-02-27	27293	ｵﾘｺ ｶｰｻ ｺﾋﾟｰ機 ｵﾘｺ ｶｰｻ ｺﾋﾟｰ機	もみじ福山支店 オリコ複合機31 ｶｰｻ岡山-車両 仕課内8	リース料（販）	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	42	2353	2026-02-27	58201	あんしん生命 あんしん生命	もみじ福山支店 あんしん生命34 本社	支払保険料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	42	2355	2026-02-27	99000	オリコ.JCM/ジョーカー利用料 オリコ.JCM/ジョーカー利用料	もみじ福山支店 ジョーカー利用料本社 仕共内10	IT費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	42	2378	2026-02-27	5000	13,822,595 460	広島銀行② 預かり法定費用	金森洋人様 希望番号 板橋 310 す 金森洋人様 希望番号 板橋 310 す 預り金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	42	2384	2026-02-27	45480	ﾘｽﾅｯﾂ様 ㈱Jｺｰﾎﾟﾚｰｼｮﾝ様 登録代行料 ﾘｽﾅｯﾂ様 ㈱Jｺｰﾎﾟﾚｰｼｮﾝ様 登録代行料	もみじ福山支店 その他	未払金	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	42	2393	2026-02-27	1100000	広銀蔵王より資金移動 広銀蔵王より広銀本社へ資金移動	広島銀行② 広島(蔵王) 本社	普通預金(入金)	embedded_text
